"id","title","author","genre","text","emotion","emotion_intensity","audio_features","release_date","created_at","updated_at"
1287,"Bohemian Rhapsody","Queen","rock","Is this the real life? Is this just fantasy? Caught in a landslide, no escape from reality Open your eyes, look up to the skies and see I'm just a poor boy (ooh, poor boy), I need no sympathy Because I'm easy come, easy go, little high, little low Any way the wind blows doesn't really matter to me, to me Mama, just killed a man Put a gun against his head, pulled my trigger, now he's dead Mama, life had just begun But now I've gone and thrown it all away Mama, ooh, didn't mean to make you cry If I'm not back again this time tomorrow Carry on, carry on as if nothing really matters Too late, my time has come Sends shivers down my spine, body's aching all the time Goodbye everybody, I've got to go Gotta leave you all behind, and face the truth Mama, ooh (any way the wind blows) I don't wanna die I sometimes wish I'd never been born at all I see a little silhouetto of a man Scaramouche, Scaramouche, will you do the Fandango? Thunderbolt and lightning, very, very frightening me (Galileo) Galileo (Galileo), Galileo, Galileo Figaro, magnifico I'm just a poor boy, nobody loves me (He's just a poor boy from a poor family) (Spare him his life from this monstrosity) Easy come, easy go, will you let me go? Bismillah! No, we will not let you go (let him go) Bismillah! We will not let you go (let him go) Bismillah! We will not let you go (let me go) Will not let you go (let me go) Will not let you go, never, never, never (let me go) No, no, no, no, no, no, no Oh, mamma mia, mamma mia Mamma mia, let me go Beelzebub has a devil put aside for me, for me, for me So you think you can stone me and spit in my eye? So you think you can love me and leave me to die? Oh, baby, can't do this to me, baby Just gotta get out, just gotta get right outta here Ooh Ooh, yeah, ooh, yeah Nothing really matters, anyone can see Nothing really matters Nothing really matters to me Any way the wind blows","sadness","9.5","{""tempo"": 140.3155059814453, ""energy"": 0.15027140080928802, ""danceability"": 0.22845233976840973, ""acousticness"": 0.49671781063079834, ""instrumentalness"": 0.17239461839199066, ""valence"": 0.2175694704055786, ""key"": 0, ""mode"": 1, ""loudness"": 17.926156997680664, ""speechiness"": 0.8506228923797607, ""duration"": 355.89}","2000-01-01","2026-03-21 18:40:18.458979","2026-03-21 18:40:18.458981"
1288,"Disorder","Joy Division","rock","I've been waiting for a guide to come and take me by the hand Could these sensations make me feel the pleasures of a normal man? Lose sensations, spare the insults, leave them for another day I've got the spirit, lose the feeling, take the shock away It's getting faster, moving faster now, it's getting out of hand On the tenth floor, down the backstairs into no man's land Lights are flashing, cars are crashing, getting frequent now I've got the spirit, lose the feeling, let it out somehow What means to you, what means to me and we will meet again I'm watching you, I watch it all, I take no pity from your friends Who is right, who can tell, and who gives a damn right now? Until the spirit, new sensation takes hold, then you know 'Til the spirit, new sensation takes hold, then you know 'Til the spirit, new sensation takes hold, then you know I've got the spirit, but lose the feeling I've got the spirit, but lose the feeling Feeling, feeling Feeling, feeling Feeling, feeling Feeling","anticipation","8.3","{""tempo"": 85.24630737304688, ""energy"": 0.8519105911254883, ""danceability"": 0.39656758308410645, ""acousticness"": 0.0004285274480935186, ""instrumentalness"": 0.4294438660144806, ""valence"": 0.25959429144859314, ""key"": 0, ""mode"": 1, ""loudness"": 12.45932388305664, ""speechiness"": 0.5887190103530884, ""duration"": 209.03}","1979-01-01","2026-03-21 18:40:29.00523","2026-03-21 18:40:29.005234"
1290,"Neat Neat Neat","The Damned","rock","I'll be a man, can a mystery man I'll be a doll, be a baby doll I can't be found out anywhere I can't be found nowhere at all A distant man can't sympathize He can't uphold his distant laws Due to form on that today I got a feeling then I hear that call, said Neat, neat, neat She can't afford no cannon Neat, neat, neat She can't afford no gun at all Neat, neat, neat She can't afford no cannon Neat, neat, neat She ain't got no name to call Neat, neat, neat No crime if there ain't no law No cops left to mess you around No more dreams of mystery chords No more sight to bring you down I got crazy, got a thought in my mind My mind's on when she falls asleep Feelin' time in her restless time Then these words upon me creep, I said Neat, neat, neat She can't afford no cannon Neat, neat, neat She can't afford no gun at all Neat, neat, neat She can't afford no cannon Neat, neat, neat She ain't got no name to call Neat, neat, neat Be a man, can a mystery man Be a doll, be a baby doll It can't be fun, not anyway It can't be found no way at all A distant man can't sympathize He can't uphold his distant laws Due to form on that today I got a feeling then I hear that call, it said Neat, neat, neat She can't afford no cannon Neat, neat, neat She can't afford no gun at all Neat, neat, neat She can't afford no cannon Neat, neat, neat She ain't got no name to call Neat, neat, neat She can't afford no cannon Neat, neat, neat She can't afford no gun at all Neat, neat, neat She can't afford no cannon Neat, neat, neat She ain't got no name to call Neat, neat, neat","sadness","7.5","{""tempo"": 96.80339813232422, ""energy"": 0.9635331630706787, ""danceability"": 0.23241841793060303, ""acousticness"": 0.04911095276474953, ""instrumentalness"": 0.11619912832975388, ""valence"": 0.39104875922203064, ""key"": 0, ""mode"": 0, ""loudness"": 8.282567977905273, ""speechiness"": 0.9045830965042114, ""duration"": 140.71}","2009-01-01","2026-03-21 18:40:49.591336","2026-03-21 18:40:49.591338"
1297,"Killing Me Softly With His Song","Roberta Flack","rnb","Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly With his song I heard he sang a good song I heard he had a style And so I came to see him, to listen for a while And there he was, this young boy A stranger to my eyes Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly With his song I felt all flushed with fever Embarrassed by the crowd I felt he found my letters and read each one out loud I prayed that he would finish But he just kept right on Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly With his song He sang as if he knew me In all my dark despair And then he looked right through me as if I wasn't there And he just kept on singing Singing clear and strong Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly With his song Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me He was strumming my pain Yeah, he was singing my life Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly with his song","sadness","8.5","{""tempo"": 122.75638580322266, ""energy"": 0.4921358525753021, ""danceability"": 0.11944840103387833, ""acousticness"": 0.9293816685676575, ""instrumentalness"": 0.18082520365715027, ""valence"": 0.08774231374263763, ""key"": 0, ""mode"": 1, ""loudness"": 15.309871673583984, ""speechiness"": 0.8569315671920776, ""duration"": 286.9}","2014-01-01","2026-03-21 18:42:34.922891","2026-03-21 18:42:34.922893"
1291,"Train in Vain (Stand By Me)","The Clash","rock","You say you stand by your man Tell me something I don't understand You said you love me, and that's a fact And then you left me, said you felt trapped Well, some things you can explain away But the heartache's in me 'til this day You didn't stand by me No, not at all You didn't stand by me No way All the times when we were close I'll remember these things the most I see all my dreams come tumbling down I can't be happy without you around So alone I keep the wolves at bay And there's only one thing that I can say You didn't stand by me No, not at all You didn't stand by me No way You must explain why this must be Did you lie when you spoke to me? Did you stand by me? No, not at all Now I got a job, but it don't pay I need new clothes, I need somewhere to stay But without all these things I can do But without your love, I won't make it through But you don't understand my point of view I suppose there's nothing I can do You didn't stand by me No, not at all You didn't stand by me No way You didn't stand by me No, not at all You didn't stand by me No way You must explain why this must be Did you lie when you spoke to me? Did you stand by me? Did you stand by me? No, not at all Did you stand by me? No way Did you stand by me? No, not at all Did you stand by me? No way","sadness","8.9","{""tempo"": 120.79264068603516, ""energy"": 0.9338104724884033, ""danceability"": 0.6234302520751953, ""acousticness"": 0.05983738973736763, ""instrumentalness"": 0.05573432892560959, ""valence"": 0.4844796359539032, ""key"": 0, ""mode"": 1, ""loudness"": 10.257877349853516, ""speechiness"": 0.9462507367134094, ""duration"": 289.46}","2025-01-01","2026-03-21 18:41:04.163547","2026-03-21 18:41:04.16355"
1292,"Uptown Top Ranking","Althea","reggae","See mi in mi heels an' ting Dem check sey we hip an' ting True dem nuh know an' ting We have dem goin' an' ting Nah pop no style, a strictly roots Nah pop no style, a strictly roots See mi pon de road, yuh nuh call out to mi True yuh see mi inna pants an' ting See mi in mi alter back Sey mi gi' yuh heart attack Gimme likkle bass, make me wine up me waist Uptown top ranking See mi in mi Benz an' ting - ah Dallying through Constant Spring Dem check sey we come from Cosmo Spring But a true dem nuh know an' ting Dem nuh know sey we top ranking-ah Uptown top ranking Shoulda see mi an' di rankin' dread- ah Check how we jammin' an' ting Love is all I bring inna mi khaki suit an' ting Nah pop no style, a strictly roots Nah pop no style, a strictly roots Watch how we chuck it an' ting Inna we khaki suit an' ting Love is all I bring inna mi khaki suit an' ting Nah pop no style, a strictly roots Nah pop no style, a strictly roots De love inna yuh heart dis a bawl out fe mi Though you see mi inna pants an' ting - ah See mi in mi alter back Sey mi gi' yuh heart attack Gimme likkle bass, make mi wine up mi waist Uptown top ranking- ah See mi pon di road an' yuh nuh call out to mi True yuh see mi in mi pants an' ting - ah See mi in mi alter back Sey me gi' yuh heart attack Gimme likkle bass, make mi wine up mi waist Gimme likkle bass, make mi wine up mi waist Love is all I bring inna mi khaki suit an' ting Nah pop no style, a strictly roots Nah pop no style, a strictly roots Shoulda see mi an' di rankin' dread- ah Check how we jammin' an' ting Love is all I bring inna mi khaki suit an' ting Mi nah pop no style (dah true), a strictly roots","happiness","6.7","{""tempo"": 162.07052612304688, ""energy"": 0.9403923749923706, ""danceability"": 0.7751916646957397, ""acousticness"": 0.09053081274032593, ""instrumentalness"": 0.17744562029838562, ""valence"": 0.6989394426345825, ""key"": 0, ""mode"": 1, ""loudness"": 12.061783790588379, ""speechiness"": 0.8184709548950195, ""duration"": 231.56}","2024-01-01","2026-03-21 18:41:24.359722","2026-03-21 18:41:24.359725"
1293,"Lexicon Devil","Germs","punk","I'm a lexicon devil with a battered brain And I'm lookin' for a future, the world's my aim So gimme, gimme your hands, gimme, gimme your minds Gimme, gimme this, gimme, gimme that I want toy tin soldiers that can push and shove I want gun boy rovers that'll wreck this club I'll build you up and level your heads We'll run it my way, cold men and politics dead I'm a lexicon devil with a battered brain And I'm lookin' for a future, the world's my aim So gimme, gimme your hands, gimme, gimme your minds Gimme, gimme this, gimme, gimme that I'll get silver guns to drip old blood Let's give this established joke a shove We're gonna wreak havoc on this rancid mill I'm searchin' for something even if I'm killed I'm a lexicon devil with a battered brain And I'm lookin' for a future, the world's my aim So gimme, gimme your hands, gimme, gimme your minds Gimme, gimme this, gimme, gimme that Empty out your pockets, you don't need their change I'm giving you the power to rearrange Together we'll run to the highest prop Tear it down and let it drop away I'm a lexicon devil with a battered brain And I'm lookin' for a future, the world's my aim So gimme, gimme your hands, gimme, gimme your minds Gimme, gimme this, gimme, gimme that","anger","9.3","{""tempo"": 118.24345397949219, ""energy"": 0.5603682994842529, ""danceability"": 0.6053436994552612, ""acousticness"": 0.009022959508001804, ""instrumentalness"": 0.2271389365196228, ""valence"": 0.08847927302122116, ""key"": 0, ""mode"": 1, ""loudness"": 17.187496185302734, ""speechiness"": 0.8489581346511841, ""duration"": 125.15}","2006-01-01","2026-03-21 18:41:38.876417","2026-03-21 18:41:38.87642"
1294,"Life on Mars?","David Bowie","pop","It's a God awful small affair To the girl with the mousey hair, But her mummy is yelling, ""No!"" And her daddy has told her to go, But her friend is no where to be seen. Now she walks through her sunken dream To the seats with the clearest view And she's hooked to the silver screen, But the film is sadd'ning bore For she's lived it ten times or more. She could spit in the eyes of fools As they ask her to focus on Sailors Fighting in the dance hall. Oh man! Look at those cavemen go. It's the freakiest show. Take a look at the lawman Beating up the wrong guy. Oh man! Wonder if he'll ever know He's in the best selling show. Is there Life On Mars? It's on America's tortured brow That Mickey Mouse has grown up a cow. Now the workers have struck for fame 'Cause Lennon's on sale again. See the mice in their million hordes From Ibeza to the Norfolk Broads. Rule Britannia is out of bounds To my mother, my dog, and clowns, But the film is a sadd'ning bore 'Cause I wrote it ten times or more. It's about to be writ again As I ask you to focus on Sailors Fighting in the dance hall. Oh man! Look at those cavemen go. It's the freakiest show. Take a look at the lawman Beating up the wrong guy. Oh man! Wonder if he'll ever know He's in the best selling show. Is there life on Mars","happiness","8.3","{""tempo"": 125.76495361328125, ""energy"": 0.557838499546051, ""danceability"": 0.19059345126152039, ""acousticness"": 0.7843320965766907, ""instrumentalness"": 0.16978609561920166, ""valence"": 0.18990077078342438, ""key"": 0, ""mode"": 1, ""loudness"": 17.164451599121094, ""speechiness"": 0.8777629733085632, ""duration"": 219.61}","2016-01-01","2026-03-21 18:41:52.116906","2026-03-21 18:41:52.116908"
1295,"Let It Be","The Beatles","rock","When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom, let it be And in my hour of darkness She is standing right in front of me Speaking words of wisdom, let it be Let it be, let it be Let it be, let it be Whisper words of wisdom, let it be And when the broken-hearted people Living in the world agree There will be an answer, let it be For though they may be parted There is still a chance that they will see There will be an answer, let it be Let it be, let it be Let it be, let it be Yeah, there will be an answer, let it be Let it be, let it be Let it be, let it be Whisper words of wisdom, let it be Let it be, let it be Let it be, yeah, let it be Whisper words of wisdom, let it be And when the night is cloudy There is still a light that shines on me Shine on until tomorrow, let it be I wake up to the sound of music Mother Mary comes to me Speaking words of wisdom, let it be Let it be, let it be Let it be, yeah, let it be Oh, there will be an answer, let it be Let it be, let it be Let it be, yeah, let it be There will be an answer, let it be Let it be, let it be Let it be, yeah, let it be Whisper words of wisdom, let it be","happiness","6.2","{""tempo"": 139.69557189941406, ""energy"": 0.5891512632369995, ""danceability"": 0.15649862587451935, ""acousticness"": 0.5597125291824341, ""instrumentalness"": 0.15513204038143158, ""valence"": 0.37842226028442383, ""key"": 0, ""mode"": 1, ""loudness"": 15.114278793334961, ""speechiness"": 0.871592104434967, ""duration"": 243.01}","1970-01-01","2026-03-21 18:42:09.716599","2026-03-21 18:42:09.716601"
1298,"Sheena Is a Punk Rocker","Ramones","rock","Well the kids are all hopped up and ready to go They're ready to go now They got their surfboards And they're going to the Discotheque Au Go Go But she just couldn't stay She had to break away Well New York City really has it all Oh yeah, oh yeah. Sheena is a punk rocker Sheena is a punk rocker Sheena is a punk rocker now. Sheena is a punk rocker Sheena is a punk rocker Sheena is a punk rocker now. She's a punk punk, a punk rocker Punk punk, a punk rocker Punk punk, a punk rocker. Well the kids are all hopped up and ready to go They're ready to go now They got their surfboards And they're going to the Discotheque Au Go Go But she just couldn't stay She had to break away Well New York City really has it all Oh yeah, oh yeah. Sheena is a punk rocker Sheena is a punk rocker Sheena is a punk rocker now. Sheena is a punk rocker Sheena is a punk rocker Sheena is a punk rocker now. She's a punk punk, a punk rocker Punk punk, a punk rocker Punk punk, a punk rocker. Sheena is a punk rocker Sheena is a punk rocker Sheena is a punk rocker now Sheena is a punk rocker Sheena is a punk rocker Sheena is a punk rocker now Sheena is a punk rocker Sheena is a punk rocker Sheena is a punk rocker now","happiness","7.8","{""tempo"": 88.16708374023438, ""energy"": 0.9554851055145264, ""danceability"": 0.3475247919559479, ""acousticness"": 2.050938201136887e-05, ""instrumentalness"": 0.03279782459139824, ""valence"": 0.61623215675354, ""key"": 0, ""mode"": 1, ""loudness"": 13.607545852661133, ""speechiness"": 0.958382248878479, ""duration"": 168.72}","1977-01-01","2026-03-21 18:43:01.67284","2026-03-21 18:43:01.672843"
1299,"Sieben Gedichte aus dem Quartettbuch: 3","Patricia Kopatchinskaja","classical","London calling to the faraway towns Now war is declared and battle come down London calling to the underworld Come out of the cupboard, you boys and girls London calling, now don't look to us Phony Beatlemania has bitten the dust London calling, see we ain't got no swing 'Cept for the ring of that truncheon thing The ice age is coming, the sun is zooming in Meltdown expected, the wheat is growing thin Engines stop running, but I have no fear 'Cause London is drowning and I live by the river London calling to the imitation zone Forget it, brother, you can go it alone London calling to the zombies of death Quit holding out and draw another breath London calling and I don't wanna shout But while we were talking I saw you nodding out London calling, see we ain't got no highs Except for that one with the yellowy eyes The ice age is coming, the sun is zooming in Engines stop running and the wheat is growing thin A nuclear error, but I have no fear 'Cause London is drowning and I, I live by the river The ice age is coming, the sun is zooming in Engines stop running and the wheat is growing thin A nuclear error, but I have no fear 'Cause London is drowning and I, I live by the river Now get this London calling, yes, I was there too An' you know what they said? Well, some of it was true London calling at the top of the dial And after all this, won't you give me a smile? London calling I never felt so much a'like a'like a'like","sadness","8.2","{""tempo"": 134.4095916748047, ""energy"": 0.9563924074172974, ""danceability"": 0.6055268049240112, ""acousticness"": 0.01888572797179222, ""instrumentalness"": 0.08996640890836716, ""valence"": 0.4545459747314453, ""key"": 0, ""mode"": 0, ""loudness"": 11.86404037475586, ""speechiness"": 0.8864782452583313, ""duration"": 199.82}","2008-01-01","2026-03-21 18:43:15.278449","2026-03-21 18:43:15.278451"
1301,"In Love","The Raincoats","alternative","I love to love you, baby When you're laying so close to me There's no place I'd rather you be Than with me here I love to love you, baby Do it to me again and again You put me in such an awful spin In a spin I love to love you, baby Lay your head down real close to me Soothe my mind and set me free Set me free I love to love you, baby When you're laying so close to me There's no place I'd rather you be Than with me here I love to love you, baby Do it to me again and again You put me in such an awful spin In a spin I love to love you, baby I love to love you, baby I love to love you, baby Love to love you, baby, baby I love to love you, baby When you're laying so close to me There's no place I'd rather you be Than with me here I love to love you, baby Do it to me again and again You put me in such an awful spin In a spin I love to love you, baby Lay your head down so close to Soothe my mind and set me free Set me free I love to love you, baby When you're laying so close to me There's no place I'd rather you be Than with me here I love to love you, baby","happiness","8.3","{""tempo"": 96.29415130615234, ""energy"": 0.8017958402633667, ""danceability"": 0.507152259349823, ""acousticness"": 0.2985277771949768, ""instrumentalness"": 0.2990531921386719, ""valence"": 0.4355609118938446, ""key"": 0, ""mode"": 1, ""loudness"": 14.148968696594238, ""speechiness"": 0.6225786805152893, ""duration"": 185.52}","1979-01-01","2026-03-21 18:43:28.841955","2026-03-21 18:43:28.841957"
1302,"Ça plane pour moi","Plastic Bertrand","pop","Wam bam Mon chat, splatch, gît sur mon lit A bouffé sa langue en buvant dans mon whisky Quant à moi, peu dormi, vidé, brimé J'ai dû dormir dans la gouttière Où j'ai eu un flash Ouh, ouh, ouh, ouh En quatre couleurs Allez hop Un matin, une louloute est venue chez moi Poupée de cellophane, cheveux chinois Un sparadrap, une gueule de bois A bu ma bière dans un grand verre En caoutchouc Ouh, ouh, ouh, ouh Comme un indien dans son igloo Ça plane pour moi Ça plane pour moi Ça plane pour moi, moi, moi, moi, moi Ça plane pour moi Ouh, ouh, ouh, ouh Ça plane pour moi Allez hop La nana, quel panard Quelle vibration De s'envoyer sur le paillasson Limée, ruinée, vidée, comblée ""You are the King of the divan"" Qu'elle me dit en passant Ouh, ouh, ouh, ouh I am the King of the divan Ça plane pour moi Ça plane pour moi Ça plane pour moi, moi, moi, moi, moi Ça plane pour moi Ouh, ouh, ouh, ouh Ça plane pour moi Allez hop T'occupe, t'inquiète Touche pas ma planète It's not today Que le ciel me tombera sur la tête Et que l'alcool me manquera Ouh, ouh, ouh, ouh Ça plane pour moi Allez hop Ma nana s'est tirée, s'est barrée Enfin c'est marre, a tout cassé L'évier, le bar, me laissant seul Comme un grand connard Ouh, ouh, ouh, ouh Le pied dans le plat Ça plane pour moi Ça plane pour moi Ça plane pour moi, moi, moi, moi, moi Ça plane pour moi Ouh, ouh, ouh, ouh Ça plane pour moi Ça plane pour moi Ça plane pour moi Ça plane pour moi, moi, moi, moi, moi Ça plane pour moi","happiness","9.2","{""tempo"": 165.1294403076172, ""energy"": 0.9621300101280212, ""danceability"": 0.5937185287475586, ""acousticness"": 0.017692629247903824, ""instrumentalness"": 0.07506392151117325, ""valence"": 0.5078287124633789, ""key"": 0, ""mode"": 1, ""loudness"": 17.05372428894043, ""speechiness"": 0.9199986457824707, ""duration"": 179.66}","2010-01-01","2026-03-21 18:43:49.148462","2026-03-21 18:43:49.148464"
1309,"Wish You Were Here","Pink Floyd","prog","And disciplinary remains mercifully Yes, and I'm with you, Derek, this star nonsense (yes, yes) Now, which is it? I am not sure of it So, so you think you can tell Heaven from Hell, blue skies from pain Can you tell a green field from a cold steel rail? A smile from a veil? Do you think you can tell? Did they get you to trade your heroes for ghosts? Hot ashes for trees, hot air for a cool breeze? Cold comfort for change? Did you exchange A walk-on part in the war for a lead role in a cage? How I wish, how I wish you were here We're just two lost souls swimming in a fishbowl, year after year Running over the same old ground, what have we found? The same old fears, wish you were here","sadness","8.2","{""tempo"": 122.7940673828125, ""energy"": 0.12085897475481033, ""danceability"": 0.1432313770055771, ""acousticness"": 0.5647615194320679, ""instrumentalness"": 0.3491680324077606, ""valence"": 0.04200947284698486, ""key"": 0, ""mode"": 1, ""loudness"": 27.089126586914062, ""speechiness"": 0.6375922560691833, ""duration"": 338.49}","2011-01-01","2026-03-21 18:45:15.670921","2026-03-21 18:45:15.670924"
1303,"Have You Seen Her (Re-Recorded)","The Chi-Lites","rock","Have You Seen Her One Month Ago Today I Was Happy As A Lark But Now I Go For Walks To The Movies Maybe To The Park I Have A Seat On The Same Ole Bench To Watch The Children Play You Know Tomorrows Their Future But For Me Its Just Another Day They All Gather Round Me They Seem To Know My Name We Laugh, Tell A Few Jokes But It Still Doesnt Ease My Pain I Know I Cant Hide From Her Memory But Day After Day I Try I Keep Saying She'll Be Back But Today Again I Lied I See Her Face Everywhere I Go On The Street And Even At The Picture Show Have You Seen Her Tell Me Have You Seen Her Oh I Hear Her Voice As The Cold Winds Blow In The Sweet Music On My Radio Have You Seen Her Tell Me Have You Seen Her Why Oh Why Did She Have To Leave And Go Away Ohhhhh I've Been Used To Having Someone To Lean On And I'm Lost, Baby I'm Lost Have You Seen Her Tell Me Have You Seen Her Have You Seen Her Tell Me Have You Seen Her She Left Her Kiss Upon My Lips But She Left A Break Within My Heart Have You Seen Her Tell Me Have You Seen Her Oh I See Her Hand Reaching Out To Me Only She Can Set Me Free Have You Seen Her Tell Me Have You Seen Her Why Oh Why Did She Have To Leave And Go Away Oh Yeah Ohhhhh I've Been Used To Having Someone To Lean On And I'm Lost, Baby I'm Lost Ohhhh Have You Seen Her Tell Me Have You Seen Her Ohhhh As Another Day Comes To An End I'm Looking For A Letter Or Something","sadness","8.3","{""tempo"": 140.94862365722656, ""energy"": 0.8532582521438599, ""danceability"": 0.13542258739471436, ""acousticness"": 0.9191491007804871, ""instrumentalness"": 0.26157456636428833, ""valence"": 0.14057312905788422, ""key"": 0, ""mode"": 1, ""loudness"": 16.42458152770996, ""speechiness"": 0.7230721116065979, ""duration"": 296.02}","2012-01-01","2026-03-21 18:44:05.505793","2026-03-21 18:44:05.5058"
1304,"Transmission","Joy Division","rock","Radio, live transmission Radio, live transmission Listen to the silence, let it ring on Eyes, dark grey lenses frightened of the sun We would have a fine time living in the night Left to blind destruction Take away our sight And we would go on as though nothing was wrong And hide from these days we remained all alone Staying in the same place, just staying out the time Touching from a distance Further all the time Dance, dance, dance, dance, dance, to the radio Dance, dance, dance, dance, dance, to the radio Dance, dance, dance, dance, dance, to the radio Dance, dance, dance, dance, dance, to the radio Well I could call out when the going gets tough The things that we've learnt are no longer enough No language, just sound, that's all we need know To synchronise love to the beat of the show And we could dance Dance, dance, dance, dance, dance, to the radio Dance, dance, dance, dance, dance, to the radio Dance, dance, dance, dance, dance, to the radio Dance, dance, dance, dance, dance, to the radio Dance, dance, dance, dance, dance, to the radio","sadness","8.5","{""tempo"": 153.70700073242188, ""energy"": 0.9344190359115601, ""danceability"": 0.6196001172065735, ""acousticness"": 0.0449434332549572, ""instrumentalness"": 0.19674941897392273, ""valence"": 0.23500756919384003, ""key"": 0, ""mode"": 1, ""loudness"": 13.808361053466797, ""speechiness"": 0.8298013806343079, ""duration"": 217.19}","2008-01-01","2026-03-21 18:44:16.337098","2026-03-21 18:44:16.337101"
1305,"Across 110th Street - Original","Bobby Womack","rnb","Ooh, ooh-ooh-ooh, ooh-ooh-ooh Ooh, ooh-ooh-ooh, ooh-ooh-ooh-ooh I was the third brother of five Doing whatever I had to do to survive I'm not saying what I did was all right Trying to break out of the ghetto was a day-to-day fight Been down so long, getting up didn't cross my mind But I knew there was a better way of life that I was just trying to find You don't know what you'll do until you're put under pressure Across 110th Street is a hell of a tester Across 110th Street Pimps trying to catch a woman that's weak Across 110th Street Pushers won't let the junkie go free Across 110th Street Woman trying to catch a trick on the street, ooh, baby Across 110th Street You can find it all in the street Ooh, ooh-ooh-ooh, ooh-ooh-ooh, oh-oh-oh I got one more thing I'd like to talk to y'all about right now Hey, brother, there's a better way out Snorting that coke, shooting that dope, man, you're copping out Take my advice, it's either live or die You got to be strong if you want to survive The family on the upper side of town Would catch hell without a ghetto around In every city you'll find the same thing going down Harlem is the capital of every ghetto town Help me sing it Across 110th Street Pimps trying to catch a woman that's weak Across 110th Street Pushers won't let the junkie go free Oh, across 110th Street A woman trying to catch a trick on the street, ooh, baby Across 110th Street You can find it all In the street Yes, you can Oh, look around you, look around you Look around you, look around you Yeah Yeah Ooh, ooh-ooh-ooh, ooh-ooh-ooh, oh-oh-oh","sadness","9.5","{""tempo"": 110.38033294677734, ""energy"": 0.8016151785850525, ""danceability"": 0.7398558855056763, ""acousticness"": 0.3048469126224518, ""instrumentalness"": 0.08401915431022644, ""valence"": 0.47337061166763306, ""key"": 0, ""mode"": 0, ""loudness"": 15.272393226623535, ""speechiness"": 0.9353554248809814, ""duration"": 231.0}","2006-01-01","2026-03-21 18:44:33.081142","2026-03-21 18:44:33.081145"
1368,"Friend of the Devil","Grateful Dead","rock","I lit out from Reno I was trailed by 20 hounds Didn't get to sleep that night 'Til the mornin' came around Set out runnin' but I take my time A friend of the devil is a friend of mine If I get home before daylight I just might get some sleep tonight Ran into the Devil, babe He loaned me 20 bills I spent the night in Utah In a cave up in the hills Set out runnin' but I take my time A friend of the devil is a friend of mine If I get home before daylight I just might get some sleep tonight I ran down to the levee But the devil caught me there He took my 20 dollar bill And vanished in the air Set out runnin' but I take my time A friend of the devil is a friend of mine If I get home before daylight I just might get some sleep tonight Got two reasons why I cry away each lonely night The first one's named sweet Anne Marie, and she's my heart's delight The second one is prison, babe, the sheriff's on my trail And if he catches up with me, I'll spend my life in jail Got a wife in Chino, babe And one in Cherokee The first one says she's got my child But it don't look like me Set out runnin' but I take my time A friend of the devil is a friend of mine If I get home before daylight I just might get some sleep tonight Got two reasons why I cry away each lonely night The first one's named sweet Anne Marie, and she's my heart's delight The second one is prison, babe, the sheriff's on my trail And if he catches up with me, I'll spend my life in jail Got a wife in Chino, babe And one in Cherokee The first one says she's got my child But it don't look like me I set out runnin' but I take my time A friend of the devil is a friend of mine I get home before daylight I just might get some sleep tonight","sadness","8.7","{""tempo"": 103.42259216308594, ""energy"": 0.9277701377868652, ""danceability"": 0.2506307363510132, ""acousticness"": 0.8292052745819092, ""instrumentalness"": 0.14210473001003265, ""valence"": 0.6227630972862244, ""key"": 0, ""mode"": 1, ""loudness"": 20.128896713256836, ""speechiness"": 0.870323896408081, ""duration"": 204.48}","2010-01-01","2026-03-21 18:44:48.504986","2026-03-21 18:44:48.504992"
